job_title,seniority_level,status,company,location,post_date,headquarter,industry,ownership,company_size,revenue,salary,skills,Cleaned_Salary,Cleaned_Revenue,Seniority_Binary,skills_parsed,work_type
data scientist,lead,on-site,company_310,Antwerp Metropolitan Area,2 days ago,"Arlington, VA, US",Technology,Public,"20,070",Public,"€90,697","['powerbi', 'tableau']",90697.0,,senior,powerbi | tableau,onsite
machine learning engineer,,on-site,company_312,"San Francisco, CA . Seattle, WA . New York, NY . On-site",13 days ago,"Montreal, QC, CA",Technology,Private,31,Private,"€200,939 - €296,838",[],248888.5,,,,onsite
data scientist,senior,on-site,company_315,United States,9 days ago,"Austin, TX, US",Technology,Public,"212,610",€188.01B,"€99,744 - €204,046","['pytorch', 'aws', 'r', 'python', 'docker', 'machine learning', 'kubernetes', 'deep learning', 'tensorflow']",151895.0,188.01,senior,aws | deep learning | docker | kubernetes | machine learning | python | pytorch | r | tensorflow,onsite
data scientist,senior,on-site,company_316,"Dublin, County Dublin, Ireland",22 days ago,"Eden Prairie, MN, US",Healthcare,Public,"37,990",Public,"€52,987","['sql', 'azure', 'python']",52987.0,,senior,azure | python | sql,onsite
data scientist,senior,remote,company_318,United States,a month ago,"Dallas, TX, US",Technology,Public,"55,070",€14.86B,"€100,467",['machine learning'],100467.0,14.86,senior,machine learning,remote
machine learning engineer,senior,hybrid,company_008,"San Jose, CA . Hybrid",15 days ago,"San Jose, CA, US",Technology,Public,"34,690",€81.56B,"€125,584 - €216,003","['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'scikit-learn', 'python', 'java', 'sql', 'machine learning', 'tensorflow']",170793.5,81.56,senior,aws | java | machine learning | numpy | pandas | python | pytorch | scikit-learn | spark | sql | tensorflow,hybrid
data scientist,senior,on-site,company_324,United States . On-site,8 days ago,"Palo Alto, CA, US",Technology,Private,"2,540",€3.95B,"€137,003 - €150,703","['sql', 'machine learning', 'r', 'python']",143853.0,3.95,senior,machine learning | python | r | sql,onsite
data scientist,senior,remote,company_328,"Riverwoods, IL",10 days ago,"Riverwoods, IL, US",Technology,Public,"14,460",€26.53B,"€118,733 - €166,226","['sql', 'tableau']",142479.5,26.53,senior,sql | tableau,remote
data scientist,lead,on-site,company_336,"South San Francisco, CA",6 days ago,"South San Francisco, CA, US",Technology,Private,"14,040",Private,"€195,911",['machine learning'],195911.0,,senior,machine learning,onsite
data scientist,midlevel,remote,company_337,"Tallahassee, FL . Arlington, VA . Fully Remote",25 days ago,"Fairfax, VA, US",Finance,Public,"7,290",Public,"€131,219 - €223,067","['r', 'python', 'sql', 'machine learning', 'database', 'deep learning']",177143.0,,junior,database | deep learning | machine learning | python | r | sql,remote
data scientist,senior,remote,company_339,Fully Remote,a month ago,"Chicago, IL, US",Technology,Private,960,€3.04B,"€164,405 - €226,054",[],195229.5,3.04,senior,,remote
data scientist,senior,hybrid,company_340,"San Jose, CA . Hybrid",2 months ago,"New York, NY, US",Technology,Private,750,Private,"€112,800 - €194,405","['sql', 'machine learning', 'r', 'python']",153602.5,,senior,machine learning | python | r | sql,hybrid
data scientist,,on-site,company_341,On-site,13 days ago,"San Francisco, CA, US",Technology,Private,600,€13.85B,"€127,868 - €143,851",[],135859.5,13.85,,,onsite
data scientist,senior,on-site,company_201,"Milwaukee, WI",8 days ago,"Deerfield, IL, US",Healthcare,Public,"48,050",€25.16B,"€102,300 - €140,660","['spark', 'python', 'scala', 'machine learning', 'database', 'azure', 'tableau']",121480.0,25.16,senior,azure | database | machine learning | python | scala | spark | tableau,onsite
data scientist,midlevel,on-site,company_352,"Pune, Maharashtra, India . On-site",3 months ago,"Evanston, IL, US",Technology,Private,"12,090",Private,"€13,173","['amazon', 'r', 'python', 'java', 'database', 'hadoop', 'machine learning']",13173.0,,junior,amazon | database | hadoop | java | machine learning | python | r,onsite
data scientist,senior,remote,company_353,Fully Remote,2 months ago,"Washington, US",Technology,Private,351,Private,"€164,400",[],164400.0,,senior,,remote
data scientist,senior,on-site,company_355,"Seattle, WA",a month ago,"San Francisco, CA, US",Technology,Public,"65,870",€130.59B,"€125,223 - €216,007","['sql', 'r', 'python']",170615.0,130.59,senior,python | r | sql,onsite
data scientist,senior,on-site,company_184,"Johns Creek, GA",6 days ago,"New York, NY, US",Retail,Public,"130,020",€5.18B,"€137,000",['machine learning'],137000.0,5.18,senior,machine learning,onsite
data scientist,senior,hybrid,company_357,"Basking Ridge, NJ . Irving, TX . Temple Terrace, FL . Boston, MA . Ashburn, VA + 1 More . Hybrid",8 days ago,"Basking Ridge, NJ, US",Technology,Public,"132,060",€142.23B,"€92,254","['python', 'sql', 'machine learning', 'database', 'hadoop', 'deep learning']",92254.0,142.23,senior,database | deep learning | hadoop | machine learning | python | sql,hybrid
data scientist,senior,remote,company_362,Fully Remote,16 days ago,"San Francisco, CA, US",Technology,Private,"1,890",€9.48B,"€198,198 - €277,565",[],237881.5,9.48,senior,,remote
data scientist,senior,on-site,company_031,"New Brunswick, NJ",a day ago,"New Brunswick, NJ, US",Healthcare,Public,"128,860",€412.87B,"€97,046 - €131,295","['aws', 'powerbi', 'r', 'python', 'airflow', 'machine learning', 'azure', 'tableau']",114170.5,412.87,senior,airflow | aws | azure | machine learning | powerbi | python | r | tableau,onsite
data scientist,senior,on-site,company_363,"Bellevue, WA",23 days ago,"New York, NY, US",Technology,Public,"24,320",Public,"€109,328 - €203,035","['pytorch', 'scikit-learn', 'python', 'scala', 'java', 'machine learning', 'tensorflow']",156181.5,,senior,java | machine learning | python | pytorch | scala | scikit-learn | tensorflow,onsite
data scientist,lead,on-site,company_235,"Phoenix, AZ",15 days ago,"San Antonio, TX, US",Finance,Private,"33,050",Private,"€137,000","['spark', 'r', 'python', 'sql', 'machine learning', 'hadoop', 'deep learning']",137000.0,,senior,deep learning | hadoop | machine learning | python | r | spark | sql,onsite
data scientist,senior,on-site,company_367,On-site,a month ago,"New York, NY, US",Technology,Private,420,Private,"€144,307 - €167,140",[],155723.5,,senior,,onsite
data scientist,senior,hybrid,company_146,"Kitchener-Waterloo, ON . Toronto, ON . Hybrid",11 days ago,"San Francisco, CA, US",Finance,Private,780,€11.85B,"€153,447 - €210,986",[],182216.5,11.85,senior,,hybrid
machine learning engineer,senior,on-site,company_178,"Torrance, CA",15 days ago,"Torrance, CA, US",Technology,Public,"10,100",€36.69B,"€63,941","['java', 'machine learning', 'r', 'python']",63941.0,36.69,senior,java | machine learning | python | r,onsite
data scientist,,remote,company_112,Fully Remote,4 days ago,"San Francisco, CA, US",Technology,Private,420,€4.85B,"€213,594",[],213594.0,4.85,,,remote
data scientist,senior,hybrid,company_382,Greater Chicago Area . Hybrid,a month ago,"Chicago, IL, US",Finance,Private,660,€2.03B,"€73,068 - €91,335","['aws', 'python', 'sql', 'machine learning', 'deep learning']",82201.5,2.03,senior,aws | deep learning | machine learning | python | sql,hybrid
data scientist,,on-site,company_383,"Barcelona, Spain . On-site",2 months ago,"Milano, IT",Technology,Private,"3,800",Private,"€46,528 - €76,222",[],61375.0,,,,onsite
data scientist,senior,on-site,company_071,"Cambridge, MA",5 days ago,"Cambridge, MA, US",Technology,Public,"9,020",Public,"€9,140","['r', 'python', 'sql', 'hadoop', 'machine learning']",9140.0,,senior,hadoop | machine learning | python | r | sql,onsite
data scientist,senior,on-site,company_384,"Normal, IL . Plymouth, MI . Palo Alto, CA . Irvine, CA . Atlanta, GA",15 days ago,"Irvine, CA, US",Technology,Public,"3,780",€25.21B,"€147,050 - €196,370","['sql', 'r', 'python']",171710.0,25.21,senior,python | r | sql,onsite
machine learning engineer,,hybrid,company_387,"Sunnyvale, CA . Hybrid",a day ago,"San Francisco, CA, US",Technology,Private,900,€8.62B,"€144,491",[],144491.0,8.62,,,hybrid
data scientist,senior,remote,company_176,Fully Remote,11 days ago,"Mountain View, CA, US",Technology,Public,"2,780",Public,"€146,050 - €230,989",[],188519.5,,senior,,remote
data scientist,senior,on-site,company_389,"Menlo Park, CA",3 months ago,"Bozeman, MT, US",Technology,Public,"3,760",€37.49B,"€181,756 - €258,932",['python'],220344.0,37.49,senior,python,onsite
data scientist,senior,remote,company_391,Fully Remote,7 days ago,"Greenbelt, MD, US",Technology,Private,270,Private,"€132,438 - €159,838",[],146138.0,,senior,,remote
data scientist,senior,on-site,company_392,"Cincinnati, OH",a month ago,"Jacksonville, FL, US",Finance,Public,"62,010",€35.07B,"€157,017 - €263,794","['spark', 'aws', 'python', 'sql', 'machine learning', 'gcp', 'azure']",210405.5,35.07,senior,aws | azure | gcp | machine learning | python | spark | sql,onsite
data scientist,midlevel,on-site,company_395,"McLean, VA",6 days ago,"McLean, VA, US",Retail,Public,"55,120",€36.18B,"€121,479 - €138,650","['spark', 'aws', 'r', 'python', 'scala', 'sql', 'database', 'machine learning']",130064.5,36.18,junior,aws | database | machine learning | python | r | scala | spark | sql,onsite
data scientist,senior,on-site,company_316,"Dublin, County Dublin, Ireland",15 days ago,"Eden Prairie, MN, US",Healthcare,Public,"37,970",Public,"€57,318","['machine learning', 'r', 'python']",57318.0,,senior,machine learning | python | r,onsite
data scientist,senior,on-site,company_367,On-site,a month ago,"New York, NY, US",Technology,Private,420,Private,"€216,463 - €242,949",[],229706.0,,senior,,onsite
data scientist,,hybrid,company_403,"Boston, MA . Hybrid",5 days ago,"Boston, MA, US",Retail,Public,"17,010",Public,"€130,609 - €140,656",[],135632.5,,,,hybrid
data scientist,senior,remote,company_337,"Arlington, VA",a month ago,"Fairfax, VA, US",Finance,Public,"7,290",Public,"€89,623 - €152,356","['r', 'python', 'sql', 'machine learning', 'database', 'deep learning']",120989.5,,senior,database | deep learning | machine learning | python | r | sql,remote
machine learning engineer,midlevel,on-site,company_336,"New York, NY",14 days ago,"South San Francisco, CA, US",Technology,Private,"14,060",Private,"€128,871 - €239,383","['deep learning', 'machine learning', 'r', 'python']",184127.0,,junior,deep learning | machine learning | python | r,onsite
data scientist,senior,on-site,company_410,On-site,4 months ago,"San Francisco, CA, US",Technology,Private,320,Private,"€28,130",[],28130.0,,senior,,onsite
data scientist,midlevel,on-site,company_411,"San Francisco, CA",15 days ago,"Santa Monica, CA, US",Technology,Public,"9,770",Public,"€130,667 - €241,897","['spark', 'aws', 'python', 'airflow', 'sql', 'gcp', 'machine learning']",186282.0,,junior,airflow | aws | gcp | machine learning | python | spark | sql,onsite
data scientist,senior,on-site,company_412,"Atlanta, GA",a month ago,"Minneapolis, MN, US",Finance,Private,"1,280",Private,"€67,682 - €101,475","['pandas', 'aws', 'scikit-learn', 'python', 'sql', 'machine learning', 'gcp', 'azure', 'matplotlib']",84578.5,,senior,aws | azure | gcp | machine learning | matplotlib | pandas | python | scikit-learn | sql,onsite
data scientist,senior,hybrid,company_414,"London, England, United Kingdom . Hybrid",15 days ago,"Newton, MA, US",Technology,Public,351,Public,"€91,337 - €137,003","['sql', 'aws', 'r', 'python']",114170.0,,senior,aws | python | r | sql,hybrid
data scientist,senior,hybrid,company_417,"Bengaluru, Karnataka, India . Hybrid",a month ago,"San Jose, CA, US",Technology,Public,"98,130",€167.14B,"€32,665","['pandas', 'numpy', 'pytorch', 'aws', 'r', 'python', 'scikit-learn', 'scipy', 'sql', 'machine learning', 'deep learning', 'keras', 'azure', 'matplotlib', 'tensorflow', 'tableau']",32665.0,167.14,senior,aws | azure | deep learning | keras | machine learning | matplotlib | numpy | pandas | python | pytorch | r | scikit-learn | scipy | sql | tableau | tensorflow,hybrid
data scientist,senior,remote,company_418,"Washington, United States . Idaho, United States . Arizona, United States . Georgia, United States . South Carolina, United States + 1 More . Fully Remote",7 days ago,"Seattle, WA, US",Finance,,"2,810",Nonprofit,"€88,967 - €166,051","['tableau', 'sql', 'r', 'python']",127509.0,,senior,python | r | sql | tableau,remote
data scientist,midlevel,remote,company_421,Mexico City Metropolitan Area . Fully Remote,15 days ago,"Cheyenne, WY, US",Technology,,Private,,"€25,212","['sql', 'machine learning', 'python']",25212.0,,junior,machine learning | python | sql,remote
data scientist,senior,hybrid,company_423,"New York, NY . Hybrid",a month ago,"New York, NY, US",Technology,Private,500,Private,"€118,741 - €137,008",[],127874.5,,senior,,hybrid
data scientist,senior,remote,company_425,"Madrid, Community of Madrid, Spain",25 days ago,"Amsterdam, NH, NL",Technology,Private,"5,560",Private,"€55,995","['spark', 'aws', 'powerbi', 'r', 'python', 'docker', 'linux', 'sql', 'azure', 'tableau']",55995.0,,senior,aws | azure | docker | linux | powerbi | python | r | spark | sql | tableau,remote
data scientist,lead,hybrid,company_426,"Palo Alto, CA . Hybrid",2 months ago,"Palo Alto, CA, US",Technology,Private,126,Private,"€186,327 - €261,220",[],223773.5,,senior,,hybrid
data scientist,senior,hybrid,company_428,"Seattle, WA . Hybrid",4 days ago,"San Francisco, CA, US",Technology,Private,45,Private,"€210,073 - €251,172","['sql', 'python']",230622.5,,senior,python | sql,hybrid
data scientist,,hybrid,company_433,Hybrid,a month ago,"Toronto, ON, CA",Technology,Private,56,Private,"€36,542 - €54,809",[],45675.5,,,,hybrid
data scientist,senior,on-site,company_435,"Toronto, Ontario, Canada",5 days ago,"Toronto, ON, CA",Finance,Private,"45,050",Private,"€94,256 - €175,359","['machine learning', 'python']",134807.5,,senior,machine learning | python,onsite
data scientist,,on-site,company_438,"New York City, New York, United States . On-site",2 months ago,"San Francisco, CA, US",Technology,Private,150,Private,"€154,356",[],154356.0,,,,onsite
data scientist,senior,on-site,company_450,"Fort George G Meade, Maryland, United States . On-site",3 months ago,"Catonsville, MD, US",Technology,Private,45,Private,"€89,511 - €196,370",[],142940.5,,senior,,onsite
data scientist,midlevel,remote,company_421,"São Paulo, São Paulo, Brazil . Fully Remote",14 days ago,"Cheyenne, WY, US",Technology,,Private,,"€25,214","['sql', 'machine learning', 'python']",25214.0,,junior,machine learning | python | sql,remote
data scientist,midlevel,on-site,company_456,"Sacramento, CA",19 days ago,"Sacramento, CA, US",Healthcare,,"55,010",Nonprofit,"€115,891 - €172,882",[],144386.5,,junior,,onsite
data scientist,midlevel,on-site,company_460,"Bellevue, WA",a month ago,"Dania Beach, FL, US",Retail,Public,"7,100",Public,"€122,847 - €196,370","['aws', 'git', 'python', 'sql', 'machine learning']",159608.5,,junior,aws | git | machine learning | python | sql,onsite
data scientist,senior,on-site,company_211,"Bengaluru, Karnataka, India . Bengaluru East, Karnataka, India",3 months ago,"Amsterdam, NH, NL",Healthcare,Public,"82,030",Public,"€27,524","['pytorch', 'python', 'docker', 'machine learning', 'kubernetes', 'deep learning', 'tensorflow']",27524.0,,senior,deep learning | docker | kubernetes | machine learning | python | pytorch | tensorflow,onsite
